source_id,source_name,iso3_country,lat,lon,capacity,capacity_units,capacity_factor
1052599,Barton County,USA,38.47873314892879,-98.75718581246473,631541.737,m^2,49.32452059459057
1053199,Barton County,USA,37.50202589087067,-94.34794914338626,234394.229,m^2,52.33637836279664
1052099,Bartow County,USA,34.23792671551421,-84.84078445418845,3260710.536,m^2,54.16512097687165
1054244,Bastrop County,USA,30.10119024776394,-97.3124032430228,281605.192,m^2,54.59850620225781
1053200,Bates County,USA,38.2567974668654,-94.34020082778336,120789.639,m^2,51.347285515109455
1052705,Bath County,USA,38.14482297777484,-83.74240883656766,12418.959,m^2,51.81986453131861
1054539,Bath County,USA,38.059117895592415,-79.74014863612287,10175.347,m^2,49.18476500113461
34157111,Baton Rouge Urban Area,USA,,,20464518.184,m^2,54.2120372385504
1051818,Baxter County,USA,36.28539490345805,-92.3382828804338,324497.437,m^2,53.15820629424571
1052027,Bay County,USA,30.18924161190865,-85.66814036552735,2571283.042,m^2,51.469992049206695
1052945,Bay County,USA,43.70724294366316,-83.99316924783503,1299930.505,m^2,47.56316227074001
1054760,Bayfield County,USA,46.522774805793816,-91.20362170084816,75064.852,m^2,45.046462304355174
1054245,Baylor County,USA,33.61462913873823,-99.2153858872534,61674.849,m^2,56.25935487900424
